Package_Name,IO_Operations,File_Operations,Network_Operations,Time_Operations,Security_Operations,Process_Operations,Read_Processes,Write_Processes,Read_Data_Transfer,Write_Data_Transfer,File_Access_Processes,Total_Dependencies_List,Direct_Dependencies_List,Indirect_Dependencies_List,Root_DIR_Access,Temp_DIR_Access,Home_DIR_Access,User_DIR_Access,Sys_DIR_Access,Etc_DIR_Access,Other_DIR_Access,Local_IPs_Access,Remote_IPs_Access,Local_Port_Access,Remote_Port_Access,Total_Dependencies,Direct_Dependencies,Indirect_Dependencies,Pattern_4,Pattern_5,Pattern_6,Pattern_7,Pattern_8,Pattern_9,Pattern_10,Level
lyft-core-999.3.9.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","opensnoop-bpfcc, pgrep, systemd-logind, filetop-bpfcc, pip","opensnoop-bpfcc, strace, pip, filetop-bpfcc, pgrep","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, systemd-logind","strace, opensnoop-bpfcc, pip, filetop-bpfcc, pgrep","pgrep, pip, opensnoop-bpfcc, systemd-logind, filetop-bpfcc",lyft-core-999.3.9;,,,7,258,2905,3344,154,881,13404,3,245,623,55,10,6,5,newfstatat -> newfstatat -> openat,openat -> fstat -> fcntl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,openat -> fstat -> fcntl -> no-error -> no-fd,1
lyft-exceptions-5.9.1.tar.gz,ioctl,pipe2,"getrandom, uname",,"geteuid, fchmodat","wait4, clone, getpid","opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, pgrep, pip","strace, opensnoop-bpfcc, pip, clear, cron","filetop-bpfcc, pip, opensnoop-bpfcc, pgrep, clear","pip, strace, opensnoop-bpfcc, clear, cron","clear, pip, pgrep, systemd-oomd, python",lyft-exceptions-5.9.1;,,,0,104,660,341,107,56,300,2,26,65,12,0,0,0,fstat -> ioctl -> lseek,openat -> fstat -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,fstat -> ioctl -> lseek -> error=ENOENT -> no-fd,1
mariabd-0.1.tar.gz,,,,,,,"opensnoop-bpfcc, pgrep, filetop-bpfcc, tcpstates-bpfcc, pip","opensnoop-bpfcc, StreamTrans, sqldb:c~lite, pip, dpkg-divert","opensnoop-bpfcc, filetop-bpfcc, pgrep, pip, tcpstates-bpfcc","opensnoop-bpfcc, StreamTrans, pip, sqldb:c~lite, dpkg-divert","pgrep, pip, opensnoop-bpfcc, grep, sqldb:c~lite",mariabd-0.1;,,,515,115,3853,2535,87,603,7158,2,16,194,5,0,0,0,openat -> fstat -> ioctl,newfstatat -> newfstatat -> openat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,ioctl -> lseek -> lseek -> error=ENOENT -> no-fd,1
mastowrapper-1.0.1.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, pgrep, pip","opensnoop-bpfcc, strace, StreamTrans, http, Classif~date","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, tcpstates-bpfcc","strace, StreamTrans, opensnoop-bpfcc, http, unattended-upgr","pgrep, pip, gnome-system-mo, opensnoop-bpfcc, StreamTrans",MastoWrapper-1.0.1;,,,501,255,4060,3766,146,880,10488,2,22,67,10,0,0,0,clock_gettime -> clock_gettime -> newfstatat,clock_gettime -> newfstatat -> newfstatat,clock_gettime -> clock_gettime -> clock_gettime -> no-error -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,clock_gettime -> clock_gettime -> newfstatat -> no-error -> no-fd,clock_gettime -> newfstatat -> newfstatat -> no-error -> no-fd,0
matplatlib-plus-1.3.tar.gz,"ioctl, poll",pipe2,uname,,,"vfork, wait4, getpid","opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, pgrep, pip","opensnoop-bpfcc, strace, StreamTrans, pip, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, tcpstates-bpfcc","strace, StreamTrans, opensnoop-bpfcc, pip, sqldb:c~lite","pgrep, pip, opensnoop-bpfcc, StreamTrans, strace",anyio-4.7.0; certifi-2024.8.30; h11-0.14.0; httpcore-1.0.7; httpx-0.28.1; httpx-socks-0.10.0; idna-3.10; matplatlib-plus-1.3; python-socks-2.5.3; sniffio-1.3.1; typing_extensions-4.12.2;,,"anyio; certifi; h11<0.15,>=0.13; httpcore==1.*; httpx; httpx-socks; idna; python-socks>=2.0.0; sniffio>=1.1; typing_extensions>=4.5;",0,169,700,835,85,141,2991,2,12,20,5,0,0,0,read -> poll -> read,poll -> read -> read,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,0
matplotlbib-1.0.0.tar.gz,"ioctl, poll",,uname,,,"wait4, getpid","opensnoop-bpfcc, pgrep, filetop-bpfcc, pip, gnome-system-mo","opensnoop-bpfcc, StreamTrans, dpkg, http, Classif~date","opensnoop-bpfcc, filetop-bpfcc, pip, unattended-upgr, pgrep","dpkg, unattended-upgr, http, StreamTrans, Classif~date","pgrep, gnome-system-mo, pip, opensnoop-bpfcc, StreamTrans",Matplotlbib-1.0.0;,,,0,110,1095,1200,1217,315,4088,2,6,18,2,0,0,0,read -> poll -> read,poll -> read -> read,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,read -> read -> poll -> no-error -> no-fd,read -> poll -> read -> error=EAGAIN -> no-fd,poll -> read -> read -> no-error -> fd=3,1
matplrtib-1.0.0.tar.gz,"ioctl, poll",,uname,,,"wait4, getpid","opensnoop-bpfcc, pgrep, tcpstates-bpfcc, filetop-bpfcc, pip","opensnoop-bpfcc, strace, StreamTrans, pip, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, tcpstates-bpfcc","strace, opensnoop-bpfcc, StreamTrans, pip, sqldb:c~lite","pgrep, pip, gnome-system-mo, opensnoop-bpfcc, sqldb:c~lite",Matplrtib-1.0.0;,,,0,109,1121,1096,510,188,4318,1,4,16,2,0,0,0,close -> newfstatat -> newfstatat,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,1
multicolored-1.0.0.tar.gz,ioctl,,"getrandom, uname",,,"wait4, getpid","opensnoop-bpfcc, pgrep, tcpstates-bpfcc, filetop-bpfcc, systemd-logind","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pgrep, tcpstates-bpfcc, pip","opensnoop-bpfcc, StreamTrans, pip, strace, sqldb:c~lite","pgrep, gnome-system-mo, pip, opensnoop-bpfcc, sqldb:c~lite",multicolored-1.0.0;,,,515,124,3953,3263,1239,989,6202,2,21,93,7,1,0,0,openat -> fstat -> ioctl,ioctl -> lseek -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,newfstatat -> openat -> fstat -> error=ENOENT -> no-fd,ioctl -> lseek -> lseek -> error=ENOTTY -> no-fd,1
mygens-1.0.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, pgrep, filetop-bpfcc, tcpstates-bpfcc, systemd-logind","opensnoop-bpfcc, StreamT~ns, strace, StreamTrans, Indexed~IO","opensnoop-bpfcc, filetop-bpfcc, pgrep, pip, gnome-system-mo","StreamT~ns, Classif~date, StreamTrans, opensnoop-bpfcc, Indexed~IO","pgrep, gnome-system-mo, pip, sqldb:c~lite, StreamT~ns",myGens-1.0;,,,0,86,1294,1914,1255,393,10366,7,842,915,69,5,1,4,lseek -> lseek -> lseek,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,brk -> brk -> brk -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,0
myshellcode4-0.1.0.tar.gz,ioctl,,uname,,,"wait4, getpid","opensnoop-bpfcc, filetop-bpfcc, pgrep, tcpstates-bpfcc, systemd-logind","opensnoop-bpfcc, StreamT~ns, strace, StreamTrans, pip","opensnoop-bpfcc, filetop-bpfcc, pip, gnome-system-mo, pgrep","StreamT~ns, opensnoop-bpfcc, pip, StreamTrans, sqldb:c~lite","gnome-system-mo, pgrep, pip, StreamT~ns, sqldb:c~lite",myshellcode4-0.1.0;,,,515,123,3800,3023,1216,1013,4141,3,13,48,6,0,0,0,openat -> fstat -> ioctl,newfstatat -> newfstatat -> openat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,fstat -> ioctl -> lseek -> error=ENOENT -> no-fd,ioctl -> lseek -> lseek -> no-error -> no-fd,1
oillow-1.0.0.tar.gz,"ioctl, poll",,uname,,,,"opensnoop-bpfcc, pgrep, nautilus, filetop-bpfcc, tcpstates-bpfcc","opensnoop-bpfcc, strace, StreamTrans, pip, Classif~date","opensnoop-bpfcc, filetop-bpfcc, pip, nautilus, pgrep","strace, pip, StreamTrans, opensnoop-bpfcc, Classif~date","pgrep, pip, clear, strace, opensnoop-bpfcc",oillow-1.0.0;,,,515,138,3800,2698,140,643,10424,10,1501,1698,86,11,4,7,newfstatat -> newfstatat -> newfstatat,lseek -> lseek -> lseek,poll -> read -> read -> no-error -> no-fd,read -> read -> poll -> error=EAGAIN -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> poll -> read -> no-error -> fd=4,lseek -> lseek -> lseek -> no-error -> no-fd,0
oopenwea-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","opensnoop-bpfcc, pgrep, systemd-logind, tcpstates-bpfcc, filetop-bpfcc","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, systemd-logind","StreamTrans, strace, opensnoop-bpfcc, pip, sqldb:c~lite","pgrep, pip, clear, gnome-terminal-, opensnoop-bpfcc",oopenwea-1.0.0;,,,1015,159,5690,4502,130,973,11099,8,169,402,27,1,0,0,newfstatat -> openat -> fstat,close -> newfstatat -> newfstatat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,0
opemsea-1.0.0.tar.gz,"ioctl, poll",pipe2,uname,,,"wait4, vfork, getpid","opensnoop-bpfcc, pgrep, tcpstates-bpfcc, systemd-logind, filetop-bpfcc","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, tcpstates-bpfcc","StreamTrans, strace, opensnoop-bpfcc, pip, sqldb:c~lite","pgrep, pip, clear, gnome-system-mo, gnome-terminal-",opemsea-1.0.0;,,,527,141,3795,3541,61,819,3480,2,125,357,42,6,2,4,newfstatat -> openat -> fstat,close -> newfstatat -> newfstatat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,0
openae-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","opensnoop-bpfcc, filetop-bpfcc, pgrep, systemd-logind, tcpstates-bpfcc","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, gnome-system-mo","StreamTrans, opensnoop-bpfcc, strace, pip, sqldb:c~lite","pgrep, clear, pip, gnome-system-mo, gnome-terminal-",openae-1.0.0;,,,519,139,3797,2891,59,689,3769,2,46,194,17,0,0,12,newfstatat -> newfstatat -> openat,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,0
openrea-1.0.0.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, pgrep, filetop-bpfcc, tcpstates-bpfcc, systemd-logind","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pgrep, pip, gnome-system-mo","StreamTrans, opensnoop-bpfcc, pip, sqldb:c~lite, strace","pgrep, gnome-system-mo, pip, opensnoop-bpfcc, sqldb:c~lite",openrea-1.0.0;,,,515,137,3800,2761,513,795,4436,4,84,184,26,1,0,0,ioctl -> ioctl -> ioctl,newfstatat -> newfstatat -> openat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,openat -> fstat -> getdents64 -> no-error -> no-fd,0
opensee-1.0.0.tar.gz,ioctl,,uname,,,,"opensnoop-bpfcc, pgrep, systemd-logind, tcpstates-bpfcc, filetop-bpfcc","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, gnome-system-mo","opensnoop-bpfcc, pip, StreamTrans, sqldb:c~lite, strace","pgrep, pip, gnome-system-mo, opensnoop-bpfcc, systemd-logind",opensee-1.0.0;,,,515,138,3795,2363,853,597,4045,3,9,32,5,0,0,0,ioctl -> ioctl -> ioctl,read -> poll -> read,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,read -> poll -> read -> no-error -> no-fd,read -> read -> poll -> no-error -> no-fd,1
openwea-1.0.0.tar.gz,ioctl,,,,,,"opensnoop-bpfcc, pgrep, filetop-bpfcc, tcpstates-bpfcc, systemd-logind","opensnoop-bpfcc, StreamTrans, StreamT~ns, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pgrep, pip, gnome-system-mo","opensnoop-bpfcc, StreamTrans, StreamT~ns, pip, sqldb:c~lite","pgrep, gnome-system-mo, pip, opensnoop-bpfcc, sqldb:c~lite",openwea-1.0.0;,,,515,138,3795,2809,1106,791,6286,2,38,266,14,6,2,4,newfstatat -> openat -> fstat,close -> newfstatat -> newfstatat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,1
pandarequests-0.1.0.tar.gz,"ioctl, poll",pipe2,uname,,,"vfork, wait4, getpid","opensnoop-bpfcc, pgrep, filetop-bpfcc, tcpstates-bpfcc, pip","opensnoop-bpfcc, strace, StreamTrans, pip, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, gnome-system-mo","StreamTrans, strace, opensnoop-bpfcc, pip, sqldb:c~lite","pgrep, gnome-system-mo, pip, StreamTrans, opensnoop-bpfcc",certifi-2024.8.30; charset-normalizer-3.4.0; idna-3.10; pandarequests-0.1.0; requests-2.32.3; urllib3-2.2.3;,,"certifi>=2017.4.17; charset-normalizer<4,>=2; idna<4,>=2.5; requests; urllib3<3,>=1.21.1;",0,205,1461,1408,1239,266,6559,0,0,0,0,5,1,4,newfstatat -> newfstatat -> openat,ioctl -> ioctl -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,openat -> fstat -> ioctl -> no-error -> no-fd,0
parser-scrapper-7.2.tar.gz,ioctl,pipe2,"getrandom, uname",,"geteuid, fchmodat","wait4, clone, getpid","pgrep, opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, pip","strace, opensnoop-bpfcc, pip, python, clear","filetop-bpfcc, pip, pgrep, python, opensnoop-bpfcc","pip, strace, python, opensnoop-bpfcc, clear","pgrep, pip, systemd-oomd, python, clear",parser_scrapper-7.2;,,,0,80,748,326,106,37,252,2,50,189,23,0,0,0,newfstatat -> newfstatat -> newfstatat,read -> read -> read,read -> poll -> read -> error=EAGAIN -> no-fd,read -> read -> poll -> no-error -> no-fd,poll -> read -> read -> no-error -> fd=4,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,0
peloton-client123-0.8.10.tar.gz,"ioctl, poll",,"getrandom, uname",,,getpid,"opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, pgrep, gnome-terminal-","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, Cache2","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, tcpstates-bpfcc","StreamTrans, opensnoop-bpfcc, sqldb:c~lite, strace, pip","clear, gnome-terminal-, pgrep, systemd-oomd, pip",peloton-client123-0.8.10;,,,557,227,4349,3206,116,811,8038,2,103,475,31,2,0,1,read -> read -> read,newfstatat -> newfstatat -> newfstatat,read -> read -> poll -> no-error -> no-fd,read -> poll -> read -> error=EAGAIN -> no-fd,poll -> read -> read -> no-error -> fd=6,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,0
pencv-python-4.4.7.tar.gz,ioctl,,"getrandom, uname",,,getpid,"opensnoop-bpfcc, pgrep, filetop-bpfcc, tcpstates-bpfcc, pip","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, tcpstates-bpfcc","StreamTrans, opensnoop-bpfcc, pip, strace, sqldb:c~lite","pgrep, clear, pip, gnome-terminal-, opensnoop-bpfcc",pencv-python-4.4.7;,,,0,118,1369,1291,81,228,3351,2,52,53,19,0,0,0,read -> read -> read,lseek -> lseek -> lseek,read -> poll -> read -> no-error -> no-fd,poll -> read -> read -> error=EAGAIN -> no-fd,read -> read -> poll -> no-error -> fd=4,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,0
pillkw-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","opensnoop-bpfcc, pgrep, filetop-bpfcc, tcpstates-bpfcc, systemd-logind","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, tcpstates-bpfcc","opensnoop-bpfcc, pip, strace, StreamTrans, sqldb:c~lite","pgrep, pip, opensnoop-bpfcc, sqldb:c~lite, systemd-logind",pillkw-1.0.0;,,,523,139,3796,3108,57,775,3489,2,56,136,24,0,1,0,read -> read -> clock_gettime,newfstatat -> newfstatat -> newfstatat,clock_gettime -> clock_gettime -> clock_gettime -> no-error -> no-fd,clock_gettime -> lseek -> clock_gettime -> no-error -> no-fd,lseek -> clock_gettime -> lseek -> no-error -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> clock_gettime -> poll -> no-error -> no-fd,0
pillo2-1.0.0.tar.gz,"ioctl, poll",pipe2,"getrandom, uname",,geteuid,"vfork, wait4, getpid","opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, pip","opensnoop-bpfcc, strace, StreamTrans, pip, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pip, tcpstates-bpfcc, pgrep","StreamTrans, opensnoop-bpfcc, pip, strace, sqldb:c~lite","pgrep, pip, opensnoop-bpfcc, StreamTrans, filetop-bpfcc",pillo2-1.0.0;,,,515,138,3797,2442,63,577,3384,2,45,54,18,0,0,0,poll -> read -> read,newfstatat -> newfstatat -> newfstatat,poll -> read -> read -> no-error -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> poll -> error=EAGAIN -> no-fd,read -> poll -> read -> no-error -> fd=4,newfstatat -> openat -> fstat -> no-error -> no-fd,0
pilpow-1.0.0.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, pgrep, filetop-bpfcc, tcpstates-bpfcc, pip","opensnoop-bpfcc, StreamTrans, strace, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pip, gnome-system-mo, pgrep","StreamTrans, opensnoop-bpfcc, pip, sqldb:c~lite, Indexed~","gnome-system-mo, pgrep, pip, gnome-terminal-, StreamTrans",pilpow-1.0.0;,,,515,138,3797,2762,1255,743,7842,2,33,181,11,0,0,0,,,,,,,,1
pipsqlite3liberyV2-1.1.0.tar.gz,"poll, ioctl",,uname,,geteuid,getpid,"systemd-logind, tracker-miner-f, opensnoop-bpfcc, sudo, filetop-bpfcc","opensnoop-bpfcc, strace, StreamT~ns, Classif~date, Indexed~IO","opensnoop-bpfcc, filetop-bpfcc, tracker-miner-f, systemd-logind, pip","StreamT~ns, opensnoop-bpfcc, Classif~date, pip, strace","gnome-system-mo, sudo, pip, systemd-logind, pgrep",pipsqlite3liberyV2-1.1.0;,,,519,148,3857,9524,699,4543,15412,1,7,46,2,0,0,0,newfstatat -> openat -> fstat,fstat -> ioctl -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,close -> newfstatat -> newfstatat -> no-error -> no-fd,0
playwrigh-1.0.0.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, filetop-bpfcc, tcpstates-bpfcc, pgrep, systemd-logind","opensnoop-bpfcc, StreamTrans, strace, Classif~date, Indexed~IO","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, gnome-system-mo","StreamTrans, opensnoop-bpfcc, pip, rootkit, Classif~date","pgrep, gnome-system-mo, pip, sqldb:c~lite, StreamTrans",playwrigh-1.0.0;,,,515,138,3796,2878,1002,691,7801,2,53,135,18,1,0,0,clock_gettime -> newfstatat -> newfstatat,read -> read -> read,clock_gettime -> clock_gettime -> clock_gettime -> no-error -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,clock_gettime -> clock_gettime -> newfstatat -> no-error -> no-fd,clock_gettime -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,0
psycogp2-4.4.2.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, pgrep, tcpstates-bpfcc, filetop-bpfcc, systemd-logind","opensnoop-bpfcc, strace, StreamT~ns, StreamTrans, Cache2","opensnoop-bpfcc, filetop-bpfcc, pip, pgrep, gnome-system-mo","strace, pip, opensnoop-bpfcc, StreamT~ns, StreamTrans","pgrep, pip, gnome-system-mo, strace, opensnoop-bpfcc",psycogp2-4.4.2;,,,0,119,1370,1472,1126,364,10349,8,1585,1749,88,0,0,0,fstat -> ioctl -> lseek,openat -> fstat -> ioctl,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,newfstatat -> newfstatat -> openat -> no-error -> no-fd,ioctl -> lseek -> lseek -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,0
pttorch-1.0.0.tar.gz,ioctl,pipe2,"getrandom, uname",,"geteuid, fchmodat","wait4, clone, getpid","opensnoop-bpfcc, pgrep, filetop-bpfcc, tcpstates-bpfcc, pip","strace, opensnoop-bpfcc, pip, (fwupd), (fwupdmgr)","filetop-bpfcc, pip, pgrep, opensnoop-bpfcc, tcpstates-bpfcc","strace, pip, opensnoop-bpfcc, (fwupd), (fwupdmgr)","systemd-oomd, clear, pgrep, pip, python",PtTorch-1.0.0;,,,0,42,411,220,109,27,236,2,20,66,9,1,0,0,newfstatat -> openat -> fstat,newfstatat -> newfstatat -> newfstatat,lseek -> clock_gettime -> lseek -> no-error -> no-fd,clock_gettime -> lseek -> clock_gettime -> no-error -> no-fd,clock_gettime -> clock_gettime -> clock_gettime -> no-error -> no-fd,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,fstat -> ioctl -> lseek -> no-error -> no-fd,1
py-cdord-1.0.0.tar.gz,"ioctl, poll",,uname,,,getpid,"opensnoop-bpfcc, tcpstates-bpfcc, filetop-bpfcc, pgrep, pip","opensnoop-bpfcc, strace, StreamTrans, Cache2, sqldb:c~lite","opensnoop-bpfcc, filetop-bpfcc, pip, gnome-system-mo, pgrep","StreamTrans, strace, opensnoop-bpfcc, rootkit, pip","gnome-system-mo, pgrep, pip, sqldb:c~lite, opensnoop-bpfcc",py-cdord-1.0.0;,,,515,138,3797,2705,1092,713,4701,4,110,292,34,0,0,0,ioctl -> ioctl -> ioctl,lseek -> lseek -> lseek,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,ioctl -> ioctl -> ioctl -> no-error -> no-fd,0
py-cofd-1.0.0.tar.gz,"ioctl, poll",,uname,,geteuid,getpid,"opensnoop-bpfcc, pgrep, systemd-logind, filetop-bpfcc, pip","opensnoop-bpfcc, strace, StreamTrans, sqldb:c~lite, pip","opensnoop-bpfcc, filetop-bpfcc, pgrep, pip, gnome-system-mo","strace, opensnoop-bpfcc, StreamTrans, rootkit, sqldb:c~lite","pgrep, gnome-system-mo, pip, sqldb:c~lite, opensnoop-bpfcc",py-cofd-1.0.0;,,,519,139,3797,2988,675,733,6440,2,27,127,11,0,0,0,lseek -> lseek -> lseek,close -> newfstatat -> openat,newfstatat -> newfstatat -> newfstatat -> no-error -> no-fd,read -> read -> read -> no-error -> no-fd,newfstatat -> openat -> fstat -> no-error -> no-fd,lseek -> lseek -> lseek -> no-error -> no-fd,close -> newfstatat -> openat -> no-error -> no-fd,1
